,Unnamed: 0,text,state,date,star,hp_data
75,75,"Don't buy this product. Giving review after using for 1month. Water leaking from indoor unit, cooling is very less.","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
76,76,"I'm writing my review of LG 1.5-ton 3-star AC after using it for one month (In April which is not a peak hot time).

1. The cooling is very poor and inefficient. If you continue running the AC for more than 4 hours in Virat Mode, you won't be able to set the room temperature below 28 C.
2. Indoor unit size is small as compared to 1.5-ton ac of other brands so It doesn't circulate air in a wide area.

I have used Voltas and Hitachi in the past and they are much better than LG. Worst AC so I ...
READ MORE","Certified Buyer, Jaipur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
77,77,Worst Experience ever.,"Certified Buyer, Kolkata",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
78,78,No cooling waste of money,"Certified Buyer, Polur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
79,79,"Writing my review after using it for 1 month.
1. Lg claims about viraat mode is fake. It doesn't cool the room in viraat mode.
2. In normal mode after 15-20 minutes ac goes in the inverter mode. It again doesn't cool the room.
3. Highly unsatisfied with the product.","Certified Buyer, Jabalpur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
80,80,One of the bad purchases I made in recent times.,"Certified Buyer, Talikkulam",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
81,81,Kharab quality,"Certified Buyer, Gir Somnath District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
82,82,Worst product. Waste of money. Refrain buying high value product from Flipkart,"Certified Buyer, Lucknow",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
83,83,Not good,"Certified Buyer, Ghatampur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
84,84,Modrate product,"Certified Buyer, Prithvipur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
85,85,Very bad product,"Certified Buyer, Secunderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
86,86,"Don't buy this ac,it is not cooling from day 1.","Certified Buyer, Allahabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
87,87,"Waste money low quality product
11x12 Room Not Cooling 2 Month use","Certified Buyer, South Twenty Four Parganas District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
88,88,Ac doer nunchi water vasthunae complant echanu vachi chusi vellaru kani problem enka clear avva ledhu service baga ledhu,"Certified Buyer, Nellore",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
89,89,Very bad experience,"Certified Buyer, Bijpur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
90,90,"Ac takes too much time to cool , also if I put it on 24 room temp show 26 after running 1hr.","Certified Buyer, Mahesana",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
91,91,Worst product,"Certified Buyer, Indore",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
92,92,Outdoor unit noise is unbearable,"Certified Buyer, Suryapet District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
93,93,"Flipkart provides the worst customer service which I've observed these days. My AC delivered on time but they didn't have a good brand authorised partner in Hyderabad so that my installation was not done for a week which is bad. I had wasted my time and money by believing their promised date of installation everyday. If you are planning to get this one Flipkart, I would suggest not to do that.","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
94,94,"The product is not good, not cooling even in 16 degrees","Certified Buyer, Hyderabad",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
95,95,This is not performing as per requirement and also the efficiency is not good,"Certified Buyer, Jajapur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
96,96,"Low cooling capacity and noise is very high, I'm using
Since 15 days of time","Certified Buyer, Srikakulam District",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
97,97,Too much cost,"Certified Buyer, Yerraguntla",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
98,98,"Not getting cooling, Blue star is best.","Certified Buyer, Proddatur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
99,99,Cooling problem and outdoor problem,"Certified Buyer, Chennai",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protection,VIRAAT Mode, Diet Mode & ADC Sensor AC - White  (TS-Q18JNXE3, Copper Condenser)"
100,100,Product is fine. Doing work as expected. But installation by Jeewas is very poor and unprofessional,"Certified Buyer, Bathinda",5 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
101,101,"Read Before Buying this AC.

Bought this AC last week and faced less cooling issue, My room size is hardly 11*11 and currently room temp howers around 30, It takes 30 min to bring down the room temp from 30 to 27,
Cooling you will feel only at places where you will get Air, called engineer twice they just test technicals and say AC is working fine

I read few reviews about less cooling from LG AC, ignored thinking it might be one odd issue and my room is anyway smaller.

Remember it Hardly...
READ MORE","Certified Buyer, Pune",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
102,102,Product is good but Don't purchase from Flipkart worst ever company they don't provide proper installation they will allocate jeevas installation team but the technical will not come for installation. Customers will suffer a lot.,"Certified Buyer, Ukhra",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
103,103,Product description not Fair for Price,"Certified Buyer, West Godavari District",6 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
104,104,Very bad,"Certified Buyer, Chennai",1 month ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
105,105,Not good product,"Certified Buyer, Jehanabad",1 month ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
106,106,"Cooling is very very bad in comparison of hitachi air conditioner., even cooling of 1 ton of hitachi is more than 1.5 ton a.c of l.g.
Even L.G a.c not maintain fix temperature for 2-4 hours continuously.
Also wrost situation in night because not light in L.G remote.","Certified Buyer, Jind",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
107,107,Does not work,"Certified Buyer, Baroda",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
108,108,The product is fine but the installation by Flipkart is very bad means you gave the date of installation and you didn't come when I called them they rescheduled it by themselves means wtf very poor thing by Flipkart not expecting this from you.,"Certified Buyer, Bhind",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
109,109,"I am writing to express my growing frustration and disappointment with the continued issues regarding my air conditioner unit and the inadequate support provided by your service center. Despite multiple attempts over the past month to resolve the problem, the unit remains non-functional, and my concerns have not been adequately addressed. This prolonged inconvenience has caused significant discomfort, especially in the current extreme weather conditions. The lack of a timely and effective re...
READ MORE","Certified Buyer, Unnao",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
110,110,"Not cooling properly, air flow not good , air swing not going down , no user friendly remote, very bad product","Certified Buyer, Greater Noida",2 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
111,111,"Worst product, doesn't work at all. Only hope is Flipkart taking it back.","Certified Buyer, New Delhi",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
112,112,After 8 days purchase my AC power supply not working,"Certified Buyer, Kolkata",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
113,113,VERY LOW COOL,"Certified Buyer, Kendujhar District",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
114,114,Water likege pipe,"Certified Buyer, Faridabad",3 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
115,115,AC installation is worst and my ac swing is not working properly,"Certified Buyer, Anantapur",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
116,116,"Product not cooling in very small room...they are mentioning it its a AI model but its is not

This model is not AI model and does not have anti viral filter","Certified Buyer, Bhubaneswar",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
117,117,Product is ok but flipcart service is very bed,"Certified Buyer, Dadri",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
118,118,Its worst its my big mistake of my life don't buy,"Certified Buyer, New Delhi",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
119,119,Very bad product,"Certified Buyer, Amarshi Kasba",4 months ago,1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
120,120,Works like a cooler. No cooling at 24 degrees. Set it at high capacity to get some results. Regretting decision to purchase this,"Certified Buyer, Hyderabad","May, 2023",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
121,121,Most of the features won’t work .,Certified Buyer,"Aug, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
122,122,"Worest AC
No cooling","Certified Buyer, Kurnool District","Apr, 2022",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
123,123,Poor cooling.... Last product from LG from my side. Poor and unprofessional behaviour from installation team and local services,"Certified Buyer, Ahmedabad","May, 2021",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
124,124,Very much time required for colling.more energy consumption,"Certified Buyer, Bhandara","Oct, 2020",1,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
125,125,The cooling is very less and there is no light on the remote display which causes a lot of trouble while changing the function at night. The price of the AC is very high as compared to this. Dakin or IFB is better than this.,"Certified Buyer, Kaithal District",2 months ago,2,"LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with Anti-Virus Protection AC with VIRAAT Mode & ADC Sensor AC - White  (TS-Q19YNZE, Copper Condenser)"
