Review
"4 out of 5 stars.
VALUE FOR MONEY
3 YEARS AGO
I bought yesturday . So far so good.Additional features are awesome
Yes, I recommend this product.
Helpful?
10 Helpful(10)
8 Not helpful(8)
Report"
"5 out of 5 stars.
GREAT QUALITY
2 YEARS AGO
Nice this refrigerator is too good I bought this from flipkart
Best FeaturesQuality, Features/Settings
How long have you owned this product?A few months
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?Online
Select the user type that you most relate toBussiness / Web User
Yes, I recommend this product.
Helpful?
6 Helpful(6)
4 Not helpful(4)
Report"
"4 out of 5 stars.
VALUE FOR MONEY
Chandretta
3 YEARS AGO
I bought yesturday . So far so good.Additional features are awesome"
"1 out of 5 stars.
POOR PRODUCT DESIGN
Anonymous
11 MONTHS AGO
Once snag is developed in one part total compressor system fails and you end up losing all your money."
"1 out of 5 stars.
POOR PRODUCT DESIGN
11 MONTHS AGO
Once snag is developed in one part total compressor system fails and you end up losing all your money.
How long have you owned this product?A few years
Was this an in-store or online purchase?Online
No, I do not recommend this product.
Helpful?
4 Helpful(4)
4 Not helpful(4)
Report"
