Review
"3 out of 5 stars.
4 MONTHS AGO
The horizontal air flap swing is not available totally disappointed
Best FeaturesQuality, Style/Design, Performance, Features/Settings
How long have you owned this product?A few weeks
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?In-store
Select the user type that you most relate toText & Calls User
Helpful?
7 Helpful(7)
3 Not helpful(3)
Report"
"5 out of 5 stars.
COOLING WITH VERY LESS NOISE
A MONTH AGO
Very good experience with customer service good interaction.
How long have you owned this product?A few weeks
What is your primary reason for choosing LG?Recommendation
Was this an in-store or online purchase?In-store
Yes, I recommend this product.
Helpful?
1 Helpful(1)
3 Not helpful(3)
Report"
"5 out of 5 stars.
SMART FEATURES
Anindya Ghosh
4 MONTHS AGO
I bought yesterday and it's a awesome product! Fast cooling and more !!!"
"3 out of 5 stars.
Sahaban
4 MONTHS AGO
The horizontal air flap swing is not available totally disappointed"
"5 out of 5 stars.
WI-FI REMOTE ME OPTION DIYA HAI BUT USE NAHI KAR
A MONTH AGO
Swing nahi samajh me a raha hai Wi-Fi nahi use kar pa rahe hai
Helpful?
6 Helpful(6)
0 Not helpful(0)
Report"
"5 out of 5 stars.
SMART FEATURES
4 MONTHS AGO
I bought yesterday and it's a awesome product! Fast cooling and more !!!
Helpful?
8 Helpful(8)
10 Not helpful(10)
Report"
