User,Review
MANI KS,"5 out of 5 stars.
GREAT FEATURE
3 MONTHS AGO
Very nice ac too cool.nice feature .good cooling.great price..
Helpful?
3 Helpful(3)
2 Not helpful(2)
Report"
Gagan,"5 out of 5 stars.
SPLIT AC FOR HOME
11 DAYS AGO
I have installed 4 nos of 1 ton and 1 number of 1.5 ton LG Split AC, 3 star, last week at my home. I am very happy about it's performance 👏 ❤️
Helpful?
0 Helpful(0)
0 Not helpful(0)
Report"
