Review
"3 out of 5 stars.
NOT SO VALUE WORTHY
A MONTH AGO
Bought 4 years back. Panel trouble started after 3.3 yrs. Got repaired. Again malfunctioning started recently. Approx panel repair cost ₹ 3.5k, replacement ₹12k. Not worth buying this machine if it totally fails in 4 yrs.
Best FeaturesQuality
How long have you owned this product?A few years
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?Online
Select the user type that you most relate toBussiness / Web User
No, I do not recommend this product.
Helpful?
3 Helpful(3)
2 Not helpful(2)
Report"
"5 out of 5 stars.
SUPERB PRODUCT
11 MONTHS AGO
Great features include water and power efficiency, very little noise, and the prewash option, which relieves our stress while washing.
How long have you owned this product?A few weeks
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?Online
Select the user type that you most relate toTech Lover
Yes, I recommend this product.
Helpful?
3 Helpful(3)
2 Not helpful(2)
Report"
"5 out of 5 stars.
QUALITY PRODUCT
A YEAR AGO
LG Front Load Washing Machine has exceeded my expectations in every way. Its leek design, impressive performance, energy efficiency, and quiet operation have made laundry day a breeze.
Best FeaturesQuality, Style/Design, Performance
How long have you owned this product?A few months
What is your primary reason for choosing LG?Price
Was this an in-store or online purchase?Online
Select the user type that you most relate toTech Lover
Helpful?
5 Helpful(5)
1 Not helpful(1)
Report"
"5 out of 5 stars.
HAPPY PURCHASE
A YEAR AGO
Using it from more than 6years, running smoothly with no issues.
Best FeaturesEasy To Use, Quality, Style/Design, Performance, Features/Settings
How long have you owned this product?A few years
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?In-store
Select the user type that you most relate toTech Lover
Yes, I recommend this product.
Helpful?
4 Helpful(4)
10 Not helpful(10)
Report"
"5 out of 5 stars.
QUALITY PRODUCT
Jeep
A YEAR AGO
LG Front Load Washing Machine has exceeded my expectations in every way. Its leek design, impressive performance, energy efficiency, and quiet operation have made laundry day a breeze."
"3 out of 5 stars.
NOT SO VALUE WORTHY
Vishwas
A MONTH AGO
Bought 4 years back. Panel trouble started after 3.3 yrs. Got repaired. Again malfunctioning started recently. Approx panel repair cost ₹ 3.5k, replacement ₹12k. Not worth buying this machine if it totally fails in 4 yrs."
