Review
"3 out of 5 stars.
WATER INLET
2 YEARS AGO
1 water inlet continuously water coming not stopping after 18 months usage 2 no separate dry program in our product
How long have you owned this product?Over a year
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?In-store
Select the user type that you most relate toBussiness / Web User
No, I do not recommend this product.
Helpful?
32 Helpful(32)
16 Not helpful(16)
Report"
"4 out of 5 stars.
GOOD PRODUCT BUT NEED TO IMPROVE
A MONTH AGO
good product easy to use, take less space but not cleaning cloth when we put 7-8 cloth.
Best FeaturesEasy To Use
How long have you owned this product?A few months
What is your primary reason for choosing LG?Price
Was this an in-store or online purchase?Online
Select the user type that you most relate toTech Lover
Helpful?
1 Helpful(1)
2 Not helpful(2)
Report"
"5 out of 5 stars.
LG WASHING MACHINE
8 MONTHS AGO
LG washing Machine bought last year and good quality I am happy
Best FeaturesQuality
How long have you owned this product?A few years
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?Online
Yes, I recommend this product.
Helpful?
4 Helpful(4)
8 Not helpful(8)
Report"
"5 out of 5 stars.
LIFE'S GOOD LG WASHING MACHINE IS EXCELLENT
2 YEARS AGO
Excellent & Silent Operating Washing Machine with Fully Loaded feature
Best FeaturesEasy To Use, Quality, Style/Design, Performance, Features/Settings
How long have you owned this product?A few days
What is your primary reason for choosing LG?Product Quality
Was this an in-store or online purchase?Online
Select the user type that you most relate toTech Lover
Yes, I recommend this product.
Helpful?
5 Helpful(5)
8 Not helpful(8)
Report"
"5 out of 5 stars.
LIFE'S GOOD LG WASHING MACHINE IS EXCELLENT
Ajay Kumar
2 YEARS AGO
Excellent & Silent Operating Washing Machine with Fully Loaded feature"
"3 out of 5 stars.
WATER INLET
washing machine
2 YEARS AGO
1 water inlet continuously water coming not stopping after 18 months usage 2 no separate dry program in our product"
"5 out of 5 stars.
NICE AND GREAT FEATURES
8 MONTHS AGO
I am happy LG washing Machine fully otomatic bought last year
Helpful?
1 Helpful(1)
3 Not helpful(3)
Report"
