,word,tf-idf
0,ac,0.4124388995678822
1,unit,0.2062194497839411
2,installation,0.2062194497839411
3,service,0.15672678183579525
4,cool,0.15672678183579525
5,time,0.15260239284011642
6,lg,0.15260239284011642
7,flipkart,0.1484780038444376
8,good,0.13610483685740113
9,ahead,0.1264564545130093
10,room,0.11960728087468585
11,use,0.11960728087468585
12,even,0.11548289187900702
13,side,0.11098383566986851
14,get,0.10723411388764938
15,showpiece,0.09969972123280071
16,do,0.09898533589629173
17,experience,0.09898533589629173
18,bad,0.0948609469006129
19,outdoor,0.0907365579049341
20,april,0.08723725607870063
21,ton,0.08661216890925527
22,indoor,0.08248777991357645
23,would,0.08071551685081346
24,ifb,0.07903528407063083
25,problem,0.07836339091789762
26,really,0.07567079704763763
27,go,0.0742390019222188
28,one,0.0742390019222188
29,many,0.07113175566356773
30,work,0.07011461292653998
31,month,0.07011461292653998
32,june,0.06854355834755049
33,water,0.06599022393086115
34,take,0.06599022393086115
35,readwant,0.06322822725650465
36,blanket,0.06322822725650465
37,normally,0.06322822725650465
38,delivered,0.06322822725650465
39,someone,0.06322822725650465
40,nunchi,0.06322822725650465
41,pain,0.06322822725650465
42,understand,0.06322822725650465
43,wear,0.06322822725650465
44,disastrous,0.06322822725650465
45,ge,0.06322822725650465
46,doer,0.06322822725650465
47,daily,0.06322822725650465
48,authorise,0.06322822725650465
49,avva,0.06322822725650465
50,echanu,0.06322822725650465
51,returnexchange,0.06322822725650465
52,believe,0.06322822725650465
53,vellaru,0.06322822725650465
54,enka,0.06322822725650465
55,vasthunae,0.06322822725650465
56,vachi,0.06322822725650465
57,bedside,0.06322822725650465
58,bedroom,0.06322822725650465
59,serious,0.06322822725650465
60,baga,0.06322822725650465
61,hometown,0.06322822725650465
62,everyday,0.06322822725650465
63,white,0.06322822725650465
64,ledhuflipkart,0.06322822725650465
65,complant,0.06322822725650465
66,kani,0.06322822725650465
67,comment,0.06322822725650465
68,clear,0.06322822725650465
69,iv,0.06322822725650465
70,promise,0.06322822725650465
71,observe,0.06322822725650465
72,chusi,0.06322822725650465
73,ledhu,0.06322822725650465
74,the,0.06322822725650465
75,planning,0.06322822725650465
76,hyderabad,0.06322822725650465
77,issue,0.061865834935182336
78,feel,0.0605366376381101
79,deliver,0.0605366376381101
80,brand,0.05774144593950351
81,run,0.05774144593950351
82,hot,0.05774144593950351
83,guy,0.0560810931934504
84,old,0.055491917834934255
85,need,0.055491917834934255
86,like,0.05361705694382469
87,poor,0.05361705694382469
88,customer,0.05361705694382469
89,give,0.05361705694382469
90,compare,0.050447198031758414
91,accept,0.050447198031758414
92,without,0.050447198031758414
93,pipe,0.050447198031758414
94,horrible,0.04984986061640036
95,past,0.04984986061640036
96,year,0.04984986061640036
97,continue,0.04984986061640036
98,st,0.04984986061640036
99,follow,0.04984986061640036
100,result,0.04984986061640036
101,till,0.04984986061640036
102,fool,0.04984986061640036
103,day,0.049492667948145865
104,operate,0.047421170442378494
105,space,0.047421170442378494
106,readac,0.047421170442378494
107,thing,0.045402478228582566
108,light,0.045402478228582566
109,silent,0.045402478228582566
110,review,0.04536827895246705
111,mode,0.04536827895246705
112,cover,0.043618628039350314
113,step,0.043618628039350314
114,carry,0.043618628039350314
115,tap,0.043618628039350314
116,free,0.043618628039350314
117,peak,0.043618628039350314
118,foldable,0.043618628039350314
119,rd,0.043618628039350314
120,job,0.043618628039350314
121,right,0.043618628039350314
122,fund,0.043618628039350314
123,nice,0.041243889956788224
124,provide,0.041243889956788224
125,week,0.041243889956788224
126,much,0.041243889956788224
127,buy,0.041243889956788224
128,less,0.041243889956788224
129,leakage,0.04035775842540673
130,complain,0.04035775842540673
131,partner,0.04035775842540673
132,big,0.04035775842540673
133,instal,0.04035775842540673
134,date,0.04035775842540673
135,otherwise,0.04035775842540673
136,optionac,0.039517642035315416
137,showerbad,0.039517642035315416
138,coverwrite,0.039517642035315416
139,circulate,0.03738739546230027
140,set,0.03738739546230027
141,volta,0.03738739546230027
142,wide,0.03738739546230027
143,area,0.03738739546230027
144,inefficient,0.03738739546230027
145,never,0.0371195009611094
146,money,0.0371195009611094
147,air,0.0371195009611094
148,remote,0.0371195009611094
149,team,0.0371195009611094
150,extra,0.03531303862223089
151,charge,0.03531303862223089
152,sound,0.03531303862223089
153,size,0.03531303862223089
154,class,0.03531303862223089
155,pathetic,0.03531303862223089
156,hour,0.032995111965430576
157,another,0.032995111965430576
158,put,0.032995111965430576
159,degree,0.032995111965430576
160,waste,0.032995111965430576
161,fast,0.032995111965430576
162,worst,0.032995111965430576
163,want,0.032995111965430576
164,ever,0.032995111965430576
165,suggestpurchase,0.031614113628252324
166,cause,0.031614113628252324
167,od,0.031614113628252324
168,price,0.03026831881905505
169,display,0.03026831881905505
170,virat,0.03026831881905505
171,hitachi,0.03026831881905505
172,temperature,0.028870722969751756
173,come,0.028870722969751756
174,night,0.028870722969751756
175,star,0.028870722969751756
176,high,0.028870722969751756
177,small,0.028870722969751756
178,minute,0.025223599015879207
179,fit,0.025223599015879207
180,pcb,0.02492493030820018
181,feature,0.024746333974072932
182,make,0.024746333974072932
183,able,0.024746333974072932
184,speak,0.023710585221189247
185,showerbuy,0.023710585221189247
186,readpurchase,0.023710585221189247
187,overall,0.020621944978394112
188,care,0.020178879212703366
189,engineer,0.020178879212703366
190,great,0.020178879212703366
191,look,0.020178879212703366
192,executive,0.018693697731150136
193,readwrite,0.018693697731150136
194,cooperative,0.018693697731150136
195,copper,0.018693697731150136
196,starbad,0.018693697731150136
197,elapse,0.018693697731150136
198,contact,0.018693697731150136
199,almost,0.018693697731150136
200,convertible,0.018693697731150136
201,rate,0.018693697731150136
202,also,0.016497555982715288
203,wifi,0.016497555982715288
204,buying,0.016497555982715288
205,mobile,0.015807056814126162
206,manner,0.015807056814126162
207,discomfort,0.015807056814126162
208,disappointment,0.015807056814126162
