,word,tf-idf
0,cool,0.5502911660906484
1,ac,0.3668607773937656
2,product,0.23806922788318832
3,good,0.20684703406244231
4,buy,0.1912359371520693
5,installation,0.1756248402416963
6,lg,0.16391651755891654
7,even,0.13269432373817053
8,room,0.12879154951057728
9,service,0.12879154951057728
10,bad,0.12879154951057728
11,get,0.11708322682779754
12,work,0.09756935568983127
13,flipkart,0.09756935568983127
14,money,0.08586103300705153
15,also,0.07805548455186502
16,productbuy,0.07665334698867828
17,high,0.07415271032427177
18,company,0.07415271032427177
19,capacity,0.07024993609667853
20,noise,0.07024993609667853
21,time,0.07024993609667853
22,day,0.06634716186908526
23,take,0.062444387641492016
24,costget,0.05983080064747409
25,blue,0.05983080064747409
26,acit,0.05983080064747409
27,feature,0.05854161341389877
28,poor,0.05854161341389877
29,much,0.054638839186305514
30,waste,0.054638839186305514
31,unit,0.054638839186305514
32,review,0.054638839186305514
33,experience,0.054638839186305514
34,per,0.052510184415875794
35,experienceone,0.05235195056653983
36,noicepower,0.05235195056653983
37,properlycool,0.05235195056653983
38,flipkartmodrate,0.05235195056653983
39,timemuch,0.05235195056653983
40,ton,0.05073606495871227
41,use,0.05073606495871227
42,water,0.05073606495871227
43,recommend,0.04773653128715981
44,min,0.04773653128715981
45,refrain,0.04717129045457125
46,month,0.04683329073111901
47,never,0.04683329073111901
48,buywrost,0.04487310048560557
49,qualitybad,0.04487310048560557
50,sevingplz,0.04487310048560557
51,temperature,0.042930516503525765
52,value,0.042930516503525765
53,worst,0.042930516503525765
54,cooling,0.042930516503525765
55,soo,0.04127487914774985
56,slow,0.04127487914774985
57,write,0.04127487914774985
58,behaviour,0.04127487914774985
59,star,0.03902774227593251
60,remote,0.03902774227593251
61,issue,0.03902774227593251
62,technician,0.03902774227593251
63,price,0.038189225029727845
64,since,0.038189225029727845
65,satisfied,0.038189225029727845
66,hroutdoor,0.037394250404671314
67,workcool,0.037394250404671314
68,evercool,0.037394250404671314
69,timekharab,0.037394250404671314
70,pooroutdoor,0.037394250404671314
71,acbad,0.037394250404671314
72,productenergy,0.037394250404671314
73,ok,0.03537846784092844
74,instent,0.03537846784092844
75,mode,0.03512496804833926
76,air,0.03512496804833926
77,purchase,0.03512496804833926
78,low,0.03512496804833926
79,noisy,0.03341557190101187
80,class,0.03341557190101187
81,one,0.031222193820746008
82,customer,0.031222193820746008
83,power,0.031222193820746008
84,run,0.031222193820746008
85,make,0.031222193820746008
86,consumption,0.031222193820746008
87,hour,0.031222193820746008
88,invertor,0.029915400323737046
89,spokeninstallation,0.029915400323737046
90,unbearableproduct,0.029915400323737046
91,unbearablelow,0.029915400323737046
92,life,0.029915400323737046
93,recent,0.02948205653410703
94,coolinggive,0.02948205653410703
95,coolingnext,0.028641918772295886
