,word,tf-idf
0,ac,0.4421004332553229
1,cool,0.3917622651123901
2,room,0.23855914467737718
3,lg,0.23418191266494826
4,buy,0.19697544055930227
5,installation,0.19040959254065887
6,product,0.1510145044287984
7,money,0.13569419238529712
8,good,0.12256249634801031
9,flipkart,0.11818526433558137
10,take,0.11161941631693795
11,even,0.11161941631693795
12,service,0.10724218430450902
13,ton,0.10724218430450902
14,mode,0.10286495229208008
15,temprature,0.10065658964016519
16,use,0.09848772027965114
17,set,0.09589189714042301
18,install,0.08927866285487661
19,bad,0.08754464024857879
20,company,0.08097879222993538
21,month,0.0787901762237209
22,hour,0.07660156021750644
23,unit,0.07003571219886302
24,time,0.07003571219886302
25,also,0.07003571219886302
26,reach,0.06710439309344346
27,kwh,0.06710439309344346
28,day,0.0656584801864341
29,disappointed,0.05951910856991773
30,mention,0.05871634395676303
31,process,0.05871634395676303
32,purchase,0.05690401616157621
33,get,0.05690401616157621
34,one,0.05690401616157621
35,work,0.05690401616157621
36,still,0.05621249142714453
37,jeeves,0.05471540015536174
38,know,0.052905874284371324
39,condition,0.052905874284371324
40,may,0.052905874284371324
41,much,0.05252678414914727
42,cooling,0.05252678414914727
43,instal,0.050862839531781494
44,issue,0.04814955213671833
45,water,0.045960936130503866
46,recommend,0.04550885642317291
47,size,0.04550885642317291
48,rate,0.042986022856051694
49,leakage,0.04283186486886862
50,see,0.04194024568340217
51,remote,0.041583704118074924
52,technician,0.041583704118074924
53,per,0.040154873314564334
54,viraat,0.040154873314564334
55,low,0.03939508811186045
56,review,0.03939508811186045
57,indoor,0.03939508811186045
58,provide,0.03939508811186045
59,problem,0.03939508811186045
60,week,0.03939508811186045
61,sft,0.03774622111506195
62,wrong,0.03774622111506195
63,positive,0.03774622111506195
64,receive,0.03774622111506195
65,pack,0.03774622111506195
66,cheat,0.03774622111506195
67,hate,0.03774622111506195
68,minute,0.03747788176026005
69,customer,0.03720647210564598
70,outdoor,0.03720647210564598
71,never,0.03720647210564598
72,capacity,0.03720647210564598
73,able,0.03720647210564598
74,waste,0.03720647210564598
75,make,0.03720647210564598
76,ever,0.03501785609943151
77,call,0.03480089020595575
78,hc,0.03480089020595575
79,great,0.03480089020595575
80,nd,0.03480089020595575
81,fan,0.03480089020595575
82,approximately,0.03355219654672173
83,stabilizer,0.03355219654672173
84,flipkartindoor,0.03355219654672173
85,flipkartmodel,0.03355219654672173
86,usageproduct,0.03355219654672173
87,fraud,0.03355219654672173
88,instllation,0.03355219654672173
89,become,0.03355219654672173
90,maintaine,0.03355219654672173
91,continously,0.03355219654672173
92,utterly,0.03355219654672173
93,policy,0.03355219654672173
94,installbad,0.03355219654672173
95,consumes,0.03355219654672173
96,party,0.03355219654672173
97,brandbad,0.03355219654672173
98,nitrogen,0.03355219654672173
99,solution,0.03355219654672173
100,lie,0.03355219654672173
101,authorize,0.03355219654672173
102,refund,0.03355219654672173
103,kind,0.03355219654672173
104,effect,0.03355219654672173
105,recieved,0.03355219654672173
106,drastically,0.03355219654672173
107,response,0.03355219654672173
108,junktotally,0.03355219654672173
109,dirc,0.03355219654672173
110,defective,0.03355219654672173
111,blame,0.03355219654672173
112,purchasebad,0.03355219654672173
113,sell,0.03355219654672173
114,sufficient,0.03306617142773208
115,electricity,0.03306617142773208
116,rd,0.03306617142773208
117,go,0.03282924009321705
118,like,0.03282924009321705
119,swing,0.03282924009321705
120,virat,0.03212389865165147
121,class,0.03212389865165147
122,team,0.030640624087002577
123,another,0.030640624087002577
124,run,0.030640624087002577
125,far,0.029759554284958866
126,till,0.029759554284958866
127,way,0.029759554284958866
128,thanks,0.029759554284958866
129,continuous,0.029759554284958866
130,slow,0.029759554284958866
